id,current_ua,ambient_c,humidity_pct,body_temp_c,sample_ph,hours
108,999.16,8.7,24.1,39.1,6.38,90.67
109,1052.534,17.7,97.6,39.9,8.67,27.46
110,1093.917,29.9,80.2,34.7,6.16,9.24
111,1010.443,-12.4,96.0,33.8,6.88,34.77
112,1081.906,37.0,48.8,32.3,8.56,19.35
113,1085.33,25.8,11.0,30.4,7.83,111.56
114,1029.086,-9.7,54.8,32.4,5.25,96.97
115,1125.097,41.8,45.4,38.2,5.59,76.01
116,1100.985,44.9,84.4,35.2,5.03,104.58
117,973.344,-11.0,9.8,40.2,7.52,96.44
118,1009.744,3.0,48.8,32.5,6.79,22.39
119,1110.626,37.4,15.0,35.3,5.54,107.11
120,1023.285,33.6,32.5,35.7,8.83,64.72
121,1008.417,-3.0,73.7,35.1,7.12,96.89
122,980.68,-1.4,47.6,36.9,5.97,107.53
123,1015.367,9.1,37.6,29.0,7.0,38.16
124,1077.958,16.5,39.4,33.7,7.72,13.21
125,1049.241,25.2,45.9,26.8,5.3,27.35
126,1015.902,9.0,78.5,31.5,6.1,51.25
127,969.996,15.1,89.2,33.3,8.23,98.16
128,1085.726,33.6,95.5,36.1,6.84,103.29
129,1003.153,-12.6,78.7,41.2,7.19,0.83
130,1087.704,1.4,31.5,35.2,6.73,61.29
131,1039.794,31.4,68.8,37.6,5.18,50.09
132,1080.966,43.2,43.8,33.6,5.66,26.65
133,1039.796,18.3,25.5,35.8,6.78,14.38
134,1095.177,19.6,84.1,26.2,5.84,40.51
135,981.311,-8.0,3.8,29.3,5.2,113.15
136,1033.88,14.1,90.2,31.2,8.37,38.78
137,1056.45,19.6,46.1,33.0,8.92,62.25
138,1007.537,0.8,63.7,25.8,8.17,84.36
139,985.174,2.5,65.9,27.4,8.42,43.64
140,1022.733,9.5,89.5,29.7,5.97,116.61
141,1018.443,-13.7,63.7,41.5,8.84,115.49
142,967.809,5.9,61.4,30.6,5.79,30.21
143,1001.964,-1.3,6.7,33.2,8.81,59.67
144,981.464,6.3,51.8,28.3,8.98,36.11
145,1034.316,-7.2,15.0,35.4,7.85,34.18
146,1010.756,42.9,73.7,29.8,8.92,4.43
147,1016.515,23.6,51.2,28.5,7.28,73.15
148,1063.409,29.1,68.0,33.8,6.04,60.32
149,1123.104,36.3,4.2,25.1,6.75,6.18
150,1025.728,17.4,8.5,25.1,7.37,33.44
151,960.677,-9.4,71.6,28.7,5.29,108.99
152,1107.877,19.9,7.2,25.6,7.49,28.75
153,980.205,23.1,7.1,26.8,8.92,17.39
154,967.699,33.5,1.2,30.8,5.76,58.73
155,1038.579,13.1,95.7,38.6,8.17,118.28
156,967.295,-6.7,73.8,34.7,8.63,29.05
157,963.788,3.4,35.3,33.7,8.77,80.66
158,1041.735,8.6,29.7,30.0,8.84,91.39
159,1054.406,27.0,35.0,40.8,7.09,28.52
160,1013.788,22.1,77.5,31.7,8.91,87.39
161,961.417,8.1,66.1,26.5,8.03,44.13
162,1117.188,49.1,18.5,35.5,5.65,75.88
163,1066.226,24.4,17.4,26.9,6.91,76.02
164,995.527,0.4,9.8,30.9,7.87,64.29
165,1058.392,-8.4,66.0,33.6,5.99,10.83
166,947.368,-5.1,76.4,39.9,7.56,100.24
167,939.437,1.0,26.5,33.4,7.67,38.49
168,963.359,-4.6,2.1,36.9,5.65,22.38
169,992.072,-2.9,8.2,41.9,7.26,4.89
170,1014.517,3.5,96.8,27.2,8.09,70.91
171,982.788,-3.7,29.5,29.7,7.0,81.31
172,1086.455,43.3,76.9,31.7,5.05,1.99
173,932.084,-9.8,62.5,32.2,5.04,61.45
174,1088.989,19.1,38.2,32.0,6.43,27.18
175,1015.343,11.7,20.6,40.4,8.7,77.42
176,1126.525,48.9,12.1,37.1,5.91,20.92
177,999.369,-7.7,61.5,35.3,7.54,82.91
178,1035.513,10.9,77.5,30.3,5.89,46.41
179,1103.197,48.0,64.4,39.0,6.29,112.41
180,1086.827,41.3,53.0,41.2,8.39,16.5
181,1089.275,38.1,4.2,39.0,7.92,40.93
182,1054.944,1.8,96.8,25.0,5.38,13.62
183,1000.024,-3.9,79.9,35.8,6.71,110.96
184,1075.525,28.5,29.3,25.9,5.12,105.28
185,1072.387,45.4,98.0,29.4,6.92,30.95
186,1092.407,21.2,60.2,26.0,7.65,79.2
187,1009.388,22.2,58.2,35.3,5.47,98.07
188,1076.255,3.2,74.8,36.7,6.16,66.62
189,1056.703,35.0,81.2,26.9,6.59,63.56
190,936.717,-2.8,65.6,31.5,8.68,29.02
191,1014.171,6.0,12.8,32.8,8.97,11.17
192,993.049,12.7,33.8,31.3,5.18,107.67
193,1062.997,18.0,92.8,27.1,8.04,108.05
194,973.961,0.8,22.5,32.1,6.49,75.97
195,968.122,-7.5,37.2,37.8,6.57,40.68
196,965.172,24.7,43.2,26.2,8.02,41.91
197,987.081,3.8,43.9,26.4,8.67,87.11
198,940.552,22.8,61.3,31.0,8.8,107.65
199,926.981,-5.0,94.3,41.0,7.31,106.45
200,1056.863,16.3,24.1,36.4,6.43,93.59
201,1063.563,19.6,12.2,36.5,8.15,77.04
202,996.025,-11.6,19.7,31.2,6.0,10.1
203,971.796,6.9,88.7,35.1,7.26,19.4
204,986.224,-6.3,64.6,25.2,6.43,107.83
205,980.139,-10.9,28.6,35.8,7.63,72.77
206,1036.336,49.3,81.6,40.5,5.96,1.1
207,1069.036,6.0,86.1,35.4,5.77,12.18
208,1097.866,37.6,84.7,39.9,8.67,79.62
209,992.579,1.6,91.9,37.3,5.41,0.61
210,1049.661,29.3,25.2,27.0,7.02,19.3
211,1065.62,34.4,75.5,40.3,5.88,65.85
212,957.429,23.7,46.1,26.1,5.16,83.03
213,1015.502,15.7,84.2,34.1,5.14,78.24
214,991.509,11.8,72.8,27.4,5.7,26.91
215,971.765,7.7,77.6,25.2,8.47,85.46
216,1064.749,45.4,65.6,32.2,6.13,28.47
217,1136.971,39.0,17.7,30.0,8.8,39.05
218,1105.549,47.7,54.5,33.3,7.33,89.58
219,964.168,-6.9,98.5,34.8,6.75,77.96
220,1076.944,32.5,93.7,25.7,7.32,101.91
221,1132.941,46.0,4.3,27.1,7.07,78.91
222,1030.292,-3.2,16.5,34.5,8.04,68.2
223,983.013,-10.7,13.2,30.8,6.13,11.24
224,1029.296,33.2,72.6,37.4,6.41,44.13
225,1064.688,22.3,81.8,36.1,8.58,31.82
226,1082.041,39.7,21.4,39.4,8.79,29.28
227,1024.533,-5.9,50.6,36.8,8.57,116.76
228,1086.564,36.7,84.1,32.3,6.68,47.17
229,1037.542,-1.9,73.3,36.4,8.12,107.05
230,969.955,-4.4,54.2,29.7,6.91,75.74
231,1044.127,-4.3,59.0,30.2,6.99,95.38
232,1071.194,37.9,50.8,38.4,5.82,60.32
233,1129.795,28.2,29.8,32.6,7.36,69.23
234,1003.511,19.0,56.5,38.6,5.74,59.1
235,1082.369,8.3,68.9,39.0,6.33,23.43
236,1078.127,42.0,87.3,39.6,8.42,86.69
237,990.588,10.5,63.6,40.6,5.83,33.69
238,1044.159,38.1,76.1,32.3,5.28,2.92
239,1008.991,13.5,16.0,30.4,5.28,77.46
240,1031.899,9.5,46.2,34.9,8.76,21.25
241,1045.32,15.1,0.9,31.3,7.03,112.86
242,983.634,4.6,24.7,35.2,6.64,114.47
243,1054.917,33.6,72.6,37.0,8.24,109.78
244,1114.521,17.7,99.2,36.7,8.34,44.42
245,1068.041,0.1,9.9,31.4,6.33,1.85
246,1090.136,43.5,40.1,27.8,7.77,111.4
247,1017.22,10.0,80.0,32.3,8.08,51.38
248,1038.144,20.3,20.4,27.4,7.62,116.0
249,1097.986,43.9,55.5,40.1,5.61,115.63
250,1001.347,25.6,73.3,30.9,8.5,102.36
251,975.902,-7.4,61.6,27.6,7.16,35.33
252,1010.388,46.1,18.8,25.4,6.13,46.21
253,1058.611,25.8,35.5,36.0,6.7,102.14
254,1036.175,6.8,78.4,35.8,5.15,38.03
255,969.342,-5.9,55.4,30.8,5.51,20.34
256,1123.979,36.6,0.5,26.2,8.06,66.82
257,992.767,25.3,76.1,32.0,5.0,112.34
258,973.652,19.7,3.5,30.3,6.67,83.52
259,1081.033,43.1,74.6,36.5,7.09,68.41
260,1102.304,36.3,20.2,35.3,5.22,11.66
261,1057.397,-5.1,95.8,31.2,8.89,73.8
262,989.37,5.3,36.8,28.7,5.9,118.81
263,1043.885,1.2,32.7,41.8,6.22,16.81
264,1053.946,33.4,14.9,32.7,6.22,62.2
265,970.08,-12.8,30.6,36.7,5.92,105.28
266,1071.599,22.0,87.7,27.4,5.01,88.89
267,1083.625,34.6,99.6,33.3,7.92,83.64
268,1007.107,42.0,36.8,25.5,8.87,84.3
269,1070.142,7.2,44.9,33.6,5.9,43.14
270,1119.233,38.4,72.2,41.4,7.65,35.23
271,960.482,-7.8,88.6,31.5,7.97,97.12
272,1082.645,40.0,59.3,25.7,8.39,97.21
273,1007.129,-6.7,39.2,25.5,6.69,104.05
274,1027.607,10.8,41.3,31.6,6.21,109.59
275,1039.369,36.8,69.6,27.7,6.3,61.36
276,962.981,-5.3,0.3,25.4,7.85,60.18
277,997.59,-0.1,62.0,37.9,8.27,95.8
278,1099.998,31.9,35.5,32.8,5.73,78.0
279,1074.588,31.8,79.4,29.9,6.48,84.24
280,1029.302,26.7,9.3,40.3,8.61,95.5
281,1080.829,30.1,58.8,27.0,8.23,106.8
282,919.309,20.3,48.1,41.3,8.94,40.56
283,1047.054,1.4,64.2,30.3,8.02,45.07
284,941.891,7.5,6.5,40.1,6.57,11.28
285,978.849,-3.2,58.0,35.3,7.36,69.39
286,1028.877,44.0,56.1,39.1,7.64,4.31
287,985.958,22.9,56.1,41.7,5.31,55.87
288,1064.007,11.1,60.3,29.9,7.18,65.12
289,1005.624,15.0,67.6,41.3,7.84,34.38
290,1091.815,46.6,80.5,31.6,5.67,70.9
291,988.349,-5.0,27.0,31.6,8.12,3.66
292,1057.14,23.1,82.5,30.8,7.34,4.48
293,1032.254,17.9,49.8,34.2,8.81,98.71
294,989.526,24.7,7.7,27.6,5.17,43.22
295,1015.132,-13.8,5.9,34.4,6.06,15.25
296,1049.899,41.7,33.4,34.2,7.41,62.67
297,1014.016,45.6,78.5,38.0,6.19,92.4
298,1018.603,21.7,70.8,39.2,7.86,25.9
299,1110.29,30.3,78.9,32.5,8.04,74.75
300,1109.225,45.0,51.7,30.1,5.41,10.24
301,1037.484,31.0,44.0,29.4,7.06,6.2
302,976.165,-5.1,14.7,28.3,7.04,63.76
303,1024.094,22.5,32.8,26.0,6.48,64.88
304,1123.392,24.4,43.4,30.8,8.73,76.49
305,1035.424,12.6,8.9,29.6,8.31,87.13
306,1071.859,32.9,22.1,41.4,7.79,117.1
307,1117.739,45.7,59.8,34.5,7.86,61.96
308,1085.107,45.2,73.6,30.9,6.85,38.75
309,1012.736,14.3,99.8,34.9,8.68,95.42
310,977.939,-7.6,93.3,27.4,7.78,32.5
311,1079.241,49.0,64.3,32.5,7.92,52.68
312,1064.489,39.5,42.1,35.6,8.45,9.41
313,1016.16,-6.9,63.6,33.3,6.1,3.04
314,1077.111,44.9,78.6,31.8,8.23,115.52
315,1098.709,41.5,11.8,41.9,5.78,100.32
316,1027.383,18.7,41.0,40.0,6.38,83.52
317,1041.761,23.4,84.0,35.6,6.34,49.07
318,937.442,10.9,38.4,34.7,8.91,20.8
319,1015.984,-11.4,57.2,35.6,8.43,18.77
320,1024.179,6.8,58.8,28.4,7.8,30.03
321,1101.916,37.2,18.4,31.7,7.91,65.91
322,857.942,-14.7,36.2,25.7,7.25,85.75
323,1093.667,6.7,33.5,33.1,8.79,79.22
324,1011.694,10.9,2.6,34.2,6.99,33.59
325,1076.99,19.9,2.4,28.9,6.52,114.58
326,1033.328,44.8,83.2,41.4,5.65,88.55
327,1036.062,7.5,27.3,40.5,8.14,66.52
328,969.482,7.6,51.8,37.3,7.94,73.41
329,1029.823,32.9,29.9,34.1,6.54,50.35
330,1099.811,14.4,94.1,39.8,5.1,29.73
331,990.472,-0.4,25.9,27.2,8.36,42.72
332,1031.972,14.4,43.0,38.4,5.05,90.94
333,1023.647,-5.8,87.3,27.1,7.81,1.73
334,1012.598,-3.5,84.2,38.5,8.88,13.93
335,1034.366,17.4,18.6,29.7,6.75,5.52
336,1034.17,12.2,80.3,39.9,5.94,4.89
337,1170.507,44.5,45.8,41.0,7.82,102.66
338,1011.02,8.6,48.3,27.5,8.27,84.44
339,1045.479,22.7,13.3,32.9,7.19,56.9
340,1085.171,26.1,8.1,41.7,8.87,11.74
341,1018.948,-14.1,72.8,33.2,5.21,58.99
342,1094.082,28.1,49.6,39.7,7.02,56.82
343,1018.502,-3.4,43.7,35.0,7.87,20.78
344,1033.758,47.5,73.0,31.4,8.45,52.06
345,1055.044,-5.3,76.6,29.9,5.72,47.82
346,973.242,12.0,15.9,28.5,8.2,73.9
347,994.817,-9.5,61.0,38.0,7.21,76.21
348,1053.264,49.8,13.5,31.6,6.59,5.44
349,1026.207,17.6,75.1,33.7,5.53,44.95
350,1052.221,23.7,65.7,33.4,8.46,75.1
351,993.546,-10.6,95.7,34.8,5.63,60.38
352,1073.027,33.7,6.9,39.7,6.24,102.78
353,1061.023,-1.4,5.7,41.7,6.16,79.04
354,1090.656,43.4,28.2,31.9,8.49,19.55
355,986.182,-1.7,26.2,39.1,7.69,8.47
356,1032.914,-2.6,24.7,38.0,8.19,77.09
357,1024.898,-12.6,90.6,34.7,6.0,3.18
358,976.339,15.7,25.0,41.3,7.5,70.29
359,1059.591,21.7,27.2,28.4,7.29,112.83
360,1008.588,-10.7,75.9,26.9,8.33,69.06
361,1047.073,35.4,45.0,39.5,8.62,46.58
362,1078.397,14.5,77.7,32.5,5.05,77.19
363,1025.223,19.1,6.5,39.4,7.7,54.99
364,1027.007,13.6,48.8,40.2,5.21,65.47
365,1010.641,11.0,3.4,26.1,7.2,112.98
366,1035.743,21.4,6.3,40.0,6.15,46.33
367,946.583,-4.9,90.6,32.6,6.23,115.34
368,935.781,-3.2,13.9,33.7,6.41,108.64
369,1132.288,41.0,53.2,35.7,7.49,23.49
370,1043.947,46.5,41.1,40.7,6.34,8.32
371,974.875,9.3,34.7,25.3,7.93,12.09
372,917.062,2.6,90.0,33.1,6.62,2.19
373,1018.883,26.9,2.2,36.7,5.27,11.33
374,965.522,11.6,66.4,37.3,8.14,81.96
375,1041.766,-13.3,96.3,36.8,6.14,8.54
376,1030.928,-4.9,56.0,27.3,6.73,38.28
377,1024.869,31.5,93.7,30.1,7.74,101.39
378,1136.189,27.8,5.2,31.1,6.33,2.79
379,1015.545,-13.2,41.9,38.7,5.23,97.74
380,984.815,-0.6,26.0,29.7,6.5,33.82
381,898.838,0.0,73.1,28.6,8.78,14.18
382,1139.162,28.7,98.1,41.3,7.57,83.61
383,919.875,-13.7,25.7,25.2,7.69,75.47
384,918.968,-8.2,65.4,42.0,7.53,105.3
385,1102.574,37.0,19.8,36.5,5.8,88.21
386,1090.599,-3.4,56.5,39.1,6.67,96.42
387,1100.779,27.4,46.4,30.0,8.0,33.84
388,1022.156,0.5,97.2,25.2,5.41,21.29
389,1008.058,-8.5,60.9,37.5,6.11,90.07
390,1034.287,0.8,35.0,39.2,6.11,96.82
391,1083.448,31.9,11.4,37.6,6.73,118.86
392,1079.082,40.6,15.1,27.4,8.92,49.51
393,1069.187,39.0,22.5,37.8,5.27,44.64
394,1014.665,10.8,25.1,38.1,7.07,93.17
395,1016.945,28.4,85.1,36.2,5.72,40.9
396,984.704,-1.7,56.1,38.0,8.88,111.69
397,937.955,4.1,52.3,39.4,5.45,103.01
398,1068.392,43.3,11.5,35.4,6.61,51.48
399,935.173,-14.2,86.0,26.5,7.95,90.1
400,938.585,-9.4,72.3,33.3,7.82,90.55
401,1003.447,-1.5,6.8,26.3,6.69,12.37
402,1031.892,-13.3,70.8,31.9,6.39,108.31
403,1030.061,-3.2,54.4,31.9,6.59,60.63
404,974.886,22.9,8.2,26.1,6.06,99.17
405,980.262,12.4,45.8,30.9,5.82,38.41
406,1109.551,43.0,48.5,26.9,6.93,107.46
407,1024.308,38.1,16.6,38.7,6.07,46.7
408,1002.065,7.2,94.6,41.1,6.15,1.3
409,1023.948,1.9,85.0,26.2,7.63,108.65
410,976.502,9.7,66.9,41.2,8.87,10.95
411,1042.723,23.4,46.2,33.9,7.41,38.32
412,949.54,2.4,41.2,30.1,5.31,114.01
413,1018.194,25.6,65.1,26.3,5.3,114.07
414,1031.311,11.6,54.5,33.5,8.81,68.81
415,970.561,20.9,6.2,38.5,6.19,75.82
416,1039.091,13.3,51.3,37.0,5.37,53.81
417,1005.033,4.1,80.6,25.9,7.4,35.19
418,1100.184,46.6,45.9,26.2,7.49,39.44
419,1066.615,34.6,5.2,31.8,7.59,80.7
420,1043.328,-5.9,78.6,30.0,6.07,90.28
421,1074.255,41.5,20.1,29.0,5.06,94.99
422,1009.965,16.7,25.9,29.8,8.86,94.75
423,1077.02,43.1,16.5,38.7,6.0,10.94
424,1083.396,37.0,33.0,40.8,7.7,59.33
425,1022.22,12.6,75.7,31.9,7.83,6.91
426,977.387,-13.5,51.9,40.4,7.44,65.94
427,974.889,2.5,20.5,30.5,6.25,52.98
428,1006.615,20.2,87.8,33.1,6.08,106.52
429,987.175,26.2,88.0,28.8,7.39,42.11
430,1071.76,1.8,87.1,35.9,8.46,14.05
431,938.924,-5.9,23.9,41.6,8.79,17.16
432,1037.824,39.3,45.1,35.3,5.42,91.38
433,1053.32,49.0,98.5,31.1,5.62,74.19
434,1067.166,19.2,77.2,36.0,8.78,12.13
435,980.453,-3.8,2.7,27.1,7.95,10.09
436,1053.28,2.7,6.5,40.1,8.53,84.12
437,948.373,-13.8,46.4,33.6,5.81,8.73
438,1085.47,44.4,90.9,32.6,7.35,98.62
439,952.878,-7.3,53.9,35.0,7.8,84.75
440,1122.791,22.5,49.8,35.6,7.72,9.76
441,956.059,2.8,10.5,26.2,6.63,10.18
442,1046.909,21.0,65.7,36.6,5.06,118.4
443,1070.613,27.3,82.2,29.1,7.33,44.91
444,1081.518,38.9,38.0,37.1,6.01,44.48
445,988.678,-1.6,77.6,39.0,6.8,97.54
446,969.302,-14.3,96.4,38.7,8.83,113.67
447,990.158,-6.1,20.4,34.4,6.6,118.32
448,1066.852,43.5,52.3,33.8,8.36,90.41
449,1108.4,41.8,28.7,27.4,5.75,45.15
450,1127.715,23.8,79.3,38.2,7.69,10.02
451,1017.337,24.0,57.8,29.6,8.91,93.26
452,991.974,28.2,63.5,33.4,5.41,67.01
453,989.127,-3.6,79.8,29.8,5.03,50.91
454,1177.511,44.4,39.6,27.3,6.73,108.76
455,987.407,12.2,91.5,35.7,5.37,13.34
456,1081.181,9.9,53.3,25.9,7.99,59.12
457,1097.728,18.7,15.8,37.7,8.66,1.36
458,956.326,-11.9,69.6,30.4,6.74,56.24
459,1014.414,-4.2,79.3,25.0,6.03,6.76
460,1119.969,33.0,31.7,33.7,6.74,14.26
461,967.264,-9.6,85.7,25.8,7.89,14.1
462,1031.785,24.2,90.6,29.7,5.04,77.91
463,977.124,0.9,27.7,37.0,7.36,89.53
464,975.707,10.3,98.4,26.1,7.45,70.0
465,979.21,3.8,14.1,39.3,7.55,115.46
466,963.624,8.1,20.2,25.1,5.97,44.98
467,1054.098,31.7,18.4,29.2,7.86,34.29
468,975.313,4.3,89.4,37.6,5.37,104.23
469,1045.219,21.8,65.4,30.4,5.8,26.83
470,963.648,15.9,15.2,26.7,8.51,115.59
471,1059.851,28.1,44.0,31.1,7.95,1.46
472,1110.141,45.9,61.5,29.6,5.05,116.39
473,974.48,32.6,8.3,39.3,5.99,5.18
474,1011.993,-1.0,88.2,30.3,5.86,106.94
475,1025.832,-13.0,80.4,38.4,6.08,63.32
476,953.875,2.0,50.5,40.2,5.99,119.16
477,1105.939,23.7,96.7,32.4,5.25,8.86
478,995.723,-11.7,41.8,40.5,6.84,66.46
479,999.928,17.3,98.4,31.4,7.93,116.32
480,1037.0,23.8,66.8,41.4,7.43,62.77
481,1032.547,6.7,63.5,26.5,7.69,75.53
482,1061.506,35.1,16.6,36.7,5.32,83.49
483,1006.609,-8.1,88.2,33.4,8.81,54.54
484,944.756,-10.1,42.7,31.6,8.35,75.31
485,1060.519,32.3,16.2,35.8,8.22,70.12
486,971.483,17.2,1.3,37.0,8.29,108.14
487,1044.899,29.7,56.0,25.1,8.73,5.45
488,985.172,13.3,52.7,27.8,7.18,33.72
489,971.086,1.0,71.9,37.1,5.8,114.05
490,1113.235,38.2,89.0,36.3,7.47,106.83
491,1105.268,37.0,7.9,41.4,7.97,54.68
492,1074.409,30.2,73.1,37.9,7.95,74.42
493,959.66,2.7,18.7,41.2,7.09,33.29
494,1025.844,23.4,85.8,36.9,5.27,22.57
495,1061.692,8.5,81.9,30.1,6.48,55.64
496,989.068,-9.0,54.1,26.8,8.68,42.4
497,1167.416,44.6,71.0,38.3,7.34,70.04
498,1004.131,-6.1,31.4,36.0,7.15,9.33
499,1085.963,46.8,47.1,25.8,6.08,116.93
500,1010.199,14.0,82.2,31.1,6.47,118.35
501,1026.3480912095913,13.505316629963602,64.31440752523845,30.254346947940714,5.0,57.63428127009166
502,1097.54071754573,3.1957046557380977,38.91583552281578,37.45822112992484,7.927094997904224,56.725984632964895
503,1065.34145959747,-14.7,33.357265773401,38.215709982583384,8.416482548567302,119.16
504,985.561343528919,49.423169976902976,35.56229295433744,27.190108858110566,7.253290799486605,12.446894994351759
505,1013.8102357946617,-10.326083592159435,23.29532341051864,35.69308583774532,6.365600879112574,6.6943914651719965
506,1058.9425093019704,4.7615137868845725,47.974228666789074,38.43824456657124,6.993578131040687,72.78919777435573
507,1050.0942760087353,34.74976561844447,94.11137044473749,30.19403752572067,7.131803220431414,65.89189883338491
508,1021.3828694159371,1.1152126997353182,33.39064138814349,36.52878199250334,6.980359655691923,54.67533499554525
